PITNum,Release_Date,Date _of_Detect,Days_to_Detect,Water_Year,Release_Group ,Ordinal_Day_From_Release,Release_ID
900226000096966,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000096967,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000097069,4/25/2013,5/16/2013,21,13,6,115,13.6
900226000097070,4/25/2013,4/18/2014,358,13,6,115,13.6
900226000097072,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097073,4/25/2013,5/6/2013,11,13,6,115,13.6
900226000097076,4/25/2013,5/4/2013,9,13,6,115,13.6
900226000097078,4/25/2013,5/5/2013,10,13,6,115,13.6
900226000097079,4/25/2013,5/6/2013,11,13,6,115,13.6
900226000097080,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097081,4/25/2013,5/4/2013,9,13,6,115,13.6
900226000097082,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000097083,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000097084,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000097087,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097089,4/25/2013,5/10/2013,15,13,6,115,13.6
900226000097091,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097092,4/25/2013,2/11/2014,292,13,6,115,13.6
900226000097093,4/25/2013,5/5/2013,10,13,6,115,13.6
900226000097094,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097095,4/25/2013,5/4/2013,9,13,6,115,13.6
900226000097096,4/25/2013,5/4/2013,9,13,6,115,13.6
900226000097097,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097098,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097099,4/25/2013,6/25/2013,61,13,6,115,13.6
900226000097100,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097101,4/25/2013,5/1/2013,6,13,6,115,13.6
900226000097102,4/25/2013,4/26/2013,1,13,6,115,13.6
900226000097103,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097104,4/25/2013,5/7/2013,12,13,6,115,13.6
900226000097105,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097107,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097109,4/25/2013,4/26/2013,1,13,6,115,13.6
900226000097110,4/25/2013,5/10/2013,15,13,6,115,13.6
900226000097111,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097114,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000097115,4/25/2013,5/4/2013,9,13,6,115,13.6
900226000097116,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097118,4/25/2013,6/4/2013,40,13,6,115,13.6
900226000097119,4/25/2013,5/7/2013,12,13,6,115,13.6
900226000097122,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097123,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097124,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097125,4/25/2013,5/4/2013,9,13,6,115,13.6
900226000097126,4/25/2013,5/9/2013,14,13,6,115,13.6
900226000097127,4/25/2013,4/26/2013,1,13,6,115,13.6
900226000097128,4/25/2013,4/26/2013,1,13,6,115,13.6
900226000097129,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097131,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097132,4/25/2013,4/26/2013,1,13,6,115,13.6
900226000097134,4/25/2013,5/26/2013,31,13,6,115,13.6
900226000097136,4/25/2013,5/5/2013,10,13,6,115,13.6
900226000097137,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097138,4/25/2013,6/2/2013,38,13,6,115,13.6
900226000097139,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097140,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097143,4/25/2013,5/1/2013,6,13,6,115,13.6
900226000097144,4/25/2013,5/10/2013,15,13,6,115,13.6
900226000097145,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097146,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097150,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097152,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097153,4/25/2013,5/7/2013,12,13,6,115,13.6
900226000097154,4/25/2013,5/11/2013,16,13,6,115,13.6
900226000097155,4/25/2013,5/5/2013,10,13,6,115,13.6
900226000097156,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000097157,4/25/2013,4/28/2013,3,13,6,115,13.6
900226000097158,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097159,4/25/2013,4/24/2014,364,13,6,115,13.6
900226000097160,4/25/2013,4/28/2013,3,13,6,115,13.6
900226000097161,4/25/2013,5/3/2013,8,13,6,115,13.6
900226000097162,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097163,4/25/2013,4/27/2013,2,13,6,115,13.6
900226000097164,4/25/2013,5/7/2013,12,13,6,115,13.6
900226000097165,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000097166,4/25/2013,5/4/2013,9,13,6,115,13.6
900226000097167,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000097168,4/25/2013,5/2/2013,7,13,6,115,13.6
900226000101369,5/9/2013,5/25/2013,16,13,8,129,13.8
900226000101379,5/9/2013,5/27/2013,18,13,8,129,13.8
900226000101380,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101382,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101392,5/9/2013,6/7/2013,29,13,8,129,13.8
900226000101393,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101394,5/9/2013,4/18/2014,344,13,8,129,13.8
900226000101395,5/9/2013,5/14/2013,5,13,8,129,13.8
900226000101396,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101397,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101401,5/9/2013,6/3/2013,25,13,8,129,13.8
900226000101405,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000101406,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000101407,5/9/2013,6/15/2013,37,13,8,129,13.8
900226000101411,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101412,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101415,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101417,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101418,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101421,5/9/2013,3/3/2014,298,13,8,129,13.8
900226000101424,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101427,5/9/2013,6/7/2013,29,13,8,129,13.8
900226000101429,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101432,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101438,5/9/2013,2/28/2014,295,13,8,129,13.8
900226000101439,5/9/2013,3/8/2014,303,13,8,129,13.8
900226000101440,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101441,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101442,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101444,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101447,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101448,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101450,5/9/2013,5/24/2013,15,13,8,129,13.8
900226000101455,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101456,5/9/2013,5/10/2013,1,13,8,129,13.8
900226000101457,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101458,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101461,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101463,5/9/2013,4/15/2014,341,13,8,129,13.8
900226000101464,5/9/2013,5/13/2013,4,13,8,129,13.8
900226000101465,5/9/2013,4/26/2014,352,13,8,129,13.8
900226000101466,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101467,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101468,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101469,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101470,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101472,5/9/2013,3/31/2014,326,13,8,129,13.8
900226000101473,5/9/2013,6/8/2013,30,13,8,129,13.8
900226000101474,5/9/2013,5/29/2013,20,13,8,129,13.8
900226000101475,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101479,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101481,5/9/2013,2/15/2014,282,13,8,129,13.8
900226000101486,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101488,5/9/2013,6/7/2013,29,13,8,129,13.8
900226000101489,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101490,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000101492,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000101494,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101496,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101500,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101501,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101503,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101505,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101506,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101511,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101514,5/9/2013,5/24/2013,15,13,8,129,13.8
900226000101515,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101516,5/9/2013,5/25/2013,16,13,8,129,13.8
900226000101520,5/9/2013,6/8/2013,30,13,8,129,13.8
900226000101521,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101526,5/9/2013,6/8/2013,30,13,8,129,13.8
900226000101527,5/9/2013,4/25/2014,351,13,8,129,13.8
900226000101529,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101531,5/9/2013,5/21/2013,12,13,8,129,13.8
900226000101534,5/9/2013,5/29/2013,20,13,8,129,13.8
900226000101539,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101540,5/9/2013,4/16/2014,342,13,8,129,13.8
900226000101545,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101549,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101553,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101554,5/9/2013,5/29/2013,20,13,8,129,13.8
900226000101556,5/9/2013,5/9/2014,365,13,8,129,13.8
900226000101559,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101561,5/9/2013,4/20/2014,346,13,8,129,13.8
900226000101567,5/9/2013,5/30/2013,21,13,8,129,13.8
900226000101569,5/9/2013,5/26/2013,17,13,8,129,13.8
900226000101570,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101572,5/9/2013,3/6/2014,301,13,8,129,13.8
900226000101573,5/9/2013,7/1/2013,53,13,8,129,13.8
900226000101578,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101579,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101580,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101583,5/9/2013,4/1/2014,327,13,8,129,13.8
900226000101584,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101587,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101588,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101589,5/9/2013,3/8/2014,303,13,8,129,13.8
900226000101592,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101593,5/9/2013,5/29/2013,20,13,8,129,13.8
900226000101595,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101601,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101602,5/9/2013,5/22/2013,13,13,8,129,13.8
900226000101603,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101605,5/9/2013,6/8/2013,30,13,8,129,13.8
900226000101607,5/9/2013,5/26/2013,17,13,8,129,13.8
900226000101609,5/9/2013,4/2/2014,328,13,8,129,13.8
900226000101610,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101611,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101612,5/9/2013,5/10/2013,1,13,8,129,13.8
900226000101614,5/9/2013,4/25/2014,351,13,8,129,13.8
900226000101615,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101617,5/9/2013,4/18/2014,344,13,8,129,13.8
900226000101619,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101620,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101621,5/9/2013,5/22/2013,13,13,8,129,13.8
900226000101623,5/9/2013,3/30/2014,325,13,8,129,13.8
900226000101624,5/9/2013,6/18/2013,40,13,8,129,13.8
900226000101625,5/9/2013,3/2/2014,297,13,8,129,13.8
900226000101626,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000101628,5/9/2013,3/31/2014,326,13,8,129,13.8
900226000101631,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101633,5/9/2013,5/30/2013,21,13,8,129,13.8
900226000101634,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000101635,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000101641,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101642,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101645,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101646,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000101647,5/9/2013,6/25/2013,47,13,8,129,13.8
900226000101650,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101651,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101655,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101656,5/9/2013,4/1/2014,327,13,8,129,13.8
900226000101660,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000101661,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101663,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101664,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101668,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101672,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101676,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101678,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101681,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101684,5/9/2013,7/7/2013,59,13,8,129,13.8
900226000101685,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101689,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101690,5/9/2013,4/18/2014,344,13,8,129,13.8
900226000101692,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101694,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101696,5/9/2013,6/25/2013,47,13,8,129,13.8
900226000101699,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101702,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101704,5/9/2013,2/28/2014,295,13,8,129,13.8
900226000101706,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101709,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101711,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000101712,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101713,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101714,5/9/2013,6/7/2013,29,13,8,129,13.8
900226000101719,5/9/2013,6/22/2013,44,13,8,129,13.8
900226000101720,5/9/2013,5/22/2013,13,13,8,129,13.8
900226000101721,5/9/2013,5/13/2013,4,13,8,129,13.8
900226000101722,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101724,5/9/2013,5/23/2013,14,13,8,129,13.8
900226000101725,5/9/2013,5/26/2013,17,13,8,129,13.8
900226000101726,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101727,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101731,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101732,5/9/2013,4/25/2014,351,13,8,129,13.8
900226000101734,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101735,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101737,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101738,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101746,5/9/2013,5/7/2014,363,13,8,129,13.8
900226000101749,5/9/2013,2/9/2014,276,13,8,129,13.8
900226000101750,5/9/2013,3/3/2014,298,13,8,129,13.8
900226000101752,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101754,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101756,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000101757,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101760,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101762,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101763,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101766,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000101774,3/19/2013,4/17/2014,394,13,1,78,13.1
900226000101971,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101972,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101977,5/9/2013,5/10/2013,1,13,8,129,13.8
900226000101978,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101981,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000101984,5/9/2013,5/28/2014,384,13,8,129,13.8
900226000101986,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101987,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000101988,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101991,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000101992,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000101993,5/9/2013,2/28/2014,295,13,8,129,13.8
900226000101996,5/9/2013,6/3/2013,25,13,8,129,13.8
900226000101997,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000101998,5/9/2013,3/31/2014,326,13,8,129,13.8
900226000102000,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000102002,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102005,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102006,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102008,5/9/2013,6/25/2013,47,13,8,129,13.8
900226000102012,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102014,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102015,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102017,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102019,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000102021,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102028,5/9/2013,4/30/2014,356,13,8,129,13.8
900226000102029,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000102031,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102037,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000102038,5/9/2013,5/21/2013,12,13,8,129,13.8
900226000102039,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000102041,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000102046,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000102047,5/9/2013,4/23/2014,349,13,8,129,13.8
900226000102051,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000102053,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102054,5/9/2013,6/7/2013,29,13,8,129,13.8
900226000102055,5/9/2013,4/25/2014,351,13,8,129,13.8
900226000102056,5/9/2013,6/6/2013,28,13,8,129,13.8
900226000102060,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102062,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000102063,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000102066,5/9/2013,5/22/2013,13,13,8,129,13.8
900226000102068,5/9/2013,6/8/2013,30,13,8,129,13.8
900226000102071,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000102072,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102073,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102075,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102076,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102077,5/9/2013,5/29/2013,20,13,8,129,13.8
900226000102078,5/9/2013,6/15/2013,37,13,8,129,13.8
900226000102080,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102082,5/9/2013,5/13/2013,4,13,8,129,13.8
900226000102083,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000102084,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102085,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102086,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000102089,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000102092,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102095,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102096,5/9/2013,5/30/2013,21,13,8,129,13.8
900226000102098,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102100,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102101,5/9/2013,4/25/2014,351,13,8,129,13.8
900226000102109,5/9/2013,3/2/2014,297,13,8,129,13.8
900226000102110,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000102111,5/9/2013,4/26/2014,352,13,8,129,13.8
900226000102113,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102115,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102117,5/9/2013,6/17/2013,39,13,8,129,13.8
900226000102118,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000102119,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102120,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102121,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102122,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000102123,5/9/2013,6/3/2013,25,13,8,129,13.8
900226000102125,5/9/2013,5/15/2013,6,13,8,129,13.8
900226000102127,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102131,5/9/2013,4/18/2014,344,13,8,129,13.8
900226000102132,5/9/2013,6/8/2013,30,13,8,129,13.8
900226000102138,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000102142,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000102144,5/9/2013,4/15/2014,341,13,8,129,13.8
900226000102152,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102154,5/9/2013,5/30/2013,21,13,8,129,13.8
900226000102157,5/9/2013,5/25/2013,16,13,8,129,13.8
900226000102161,5/9/2013,5/27/2013,18,13,8,129,13.8
900226000102165,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102168,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102169,5/9/2013,5/12/2013,3,13,8,129,13.8
900226000102170,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102172,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102174,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102178,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102179,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000102183,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102185,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102189,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102190,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102192,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000102194,5/9/2013,5/11/2013,2,13,8,129,13.8
900226000102197,5/9/2013,5/23/2013,14,13,8,129,13.8
900226000102198,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102199,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102201,5/9/2013,6/3/2013,25,13,8,129,13.8
900226000102204,5/9/2013,5/10/2013,1,13,8,129,13.8
900226000102205,5/9/2013,6/1/2013,23,13,8,129,13.8
900226000102206,5/9/2013,6/8/2013,30,13,8,129,13.8
900226000102210,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102213,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102214,5/9/2013,5/31/2013,22,13,8,129,13.8
900226000102219,5/9/2013,4/2/2014,328,13,8,129,13.8
900226000102221,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102222,5/9/2013,5/20/2013,11,13,8,129,13.8
900226000102223,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102225,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102226,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102227,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102228,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000102229,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102232,5/9/2013,6/25/2013,47,13,8,129,13.8
900226000102233,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102234,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102236,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102237,5/9/2013,5/23/2013,14,13,8,129,13.8
900226000102241,5/9/2013,5/18/2013,9,13,8,129,13.8
900226000102246,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102247,5/9/2013,4/24/2014,350,13,8,129,13.8
900226000102248,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000102251,5/9/2013,5/19/2013,10,13,8,129,13.8
900226000102253,5/9/2013,6/2/2013,24,13,8,129,13.8
900226000102257,5/9/2013,5/28/2013,19,13,8,129,13.8
900226000102264,5/9/2013,5/17/2013,8,13,8,129,13.8
900226000102265,5/9/2013,5/13/2013,4,13,8,129,13.8
900226000104152,3/26/2013,3/31/2013,5,13,2,85,13.2
900226000104153,3/26/2013,4/2/2013,7,13,2,85,13.2
900226000104154,3/26/2013,4/11/2013,16,13,2,85,13.2
900226000104155,3/26/2013,4/19/2013,24,13,2,85,13.2
900226000104157,3/26/2013,4/9/2013,14,13,2,85,13.2
900226000104158,3/26/2013,3/31/2013,5,13,2,85,13.2
900226000104159,3/26/2013,3/31/2013,5,13,2,85,13.2
900226000104162,3/26/2013,4/13/2013,18,13,2,85,13.2
900226000104163,3/26/2013,4/2/2013,7,13,2,85,13.2
900226000104164,3/26/2013,4/26/2013,31,13,2,85,13.2
900226000104165,3/26/2013,4/2/2013,7,13,2,85,13.2
900226000104166,3/26/2013,4/17/2013,22,13,2,85,13.2
900226000104167,3/26/2013,4/21/2013,26,13,2,85,13.2
900226000104168,3/26/2013,4/19/2013,24,13,2,85,13.2
900226000104170,3/26/2013,4/1/2013,6,13,2,85,13.2
900226000104171,3/26/2013,4/4/2013,9,13,2,85,13.2
900226000104172,3/26/2013,4/1/2013,6,13,2,85,13.2
900226000104174,3/26/2013,4/7/2013,12,13,2,85,13.2
900226000104175,3/26/2013,3/29/2013,3,13,2,85,13.2
900226000104177,3/26/2013,4/1/2013,6,13,2,85,13.2
900226000104178,3/26/2013,3/31/2013,5,13,2,85,13.2
900226000104180,3/26/2013,5/8/2013,43,13,2,85,13.2
900226000104181,3/26/2013,5/3/2013,38,13,2,85,13.2
900226000104182,3/26/2013,4/8/2013,13,13,2,85,13.2
900226000104184,3/26/2013,4/1/2013,6,13,2,85,13.2
900226000104185,3/26/2013,4/11/2013,16,13,2,85,13.2
900226000104186,3/26/2013,3/29/2013,3,13,2,85,13.2
900226000104187,3/26/2013,5/19/2013,54,13,2,85,13.2
900226000104188,3/26/2013,4/9/2013,14,13,2,85,13.2
900226000104189,3/26/2013,4/1/2013,6,13,2,85,13.2
900226000104190,3/26/2013,4/12/2013,17,13,2,85,13.2
900226000104191,3/26/2013,4/12/2013,17,13,2,85,13.2
900226000104192,3/26/2013,4/4/2013,9,13,2,85,13.2
900226000104194,3/26/2013,4/10/2013,15,13,2,85,13.2
900226000104195,3/26/2013,4/10/2013,15,13,2,85,13.2
900226000104196,3/26/2013,4/25/2013,30,13,2,85,13.2
900226000104197,3/26/2013,4/3/2013,8,13,2,85,13.2
900226000104198,3/26/2013,5/7/2013,42,13,2,85,13.2
